107.CM19,120332.0
107.CM23,54353.0
107.CM10,36786.0
107.CM14,21742.0
107.CM25,11645.0
107.CM15,9217.0
107.CM13,8821.0
107.CM32,8771.0
107.CM22,8604.0
107.CM06,8570.0
107.CM07,8097.0
107.CM04,8014.0
107.CM02,8013.0
107.CM31,7901.0
107.CM11,7510.0
107.CM01,6892.0
107.CM03,6386.0
107.CM30,6284.0
107.CM20,4632.0
107.CM27,3572.0
107.CM26,3481.0
107.CM18,2934.0
107.CM28,2684.0
107.CM24,2114.0
107.CM17,1569.0
107.CM09,602.0
107.CM21,372.0
107.CM29,154.0
107.CM08,2.0
