230759,96545.0
193418,48429.0
4392243,31439.0
259564,26542.0
261208,25947.0
239571,10841.0
258626,9625.0
4465746,8449.0
288680,7583.0
258177,5184.0
4374042,4895.0
305143,4623.0
262166,3501.0
1110284,3126.0
177855,2798.0
214919,2752.0
174573,2047.0
325289,2021.0
3694599,1994.0
259993,1764.0
1802717,1700.0
1684221,1648.0
274115,1531.0
4306262,1429.0
461524,1420.0
258522,1350.0
194662,1334.0
192930,1279.0
206578,1259.0
192878,1200.0
264940,1189.0
193160,1125.0
263933,1110.0
193358,982.0
157664,967.0
261325,828.0
192368,817.0
213533,813.0
143690,774.0
192462,750.0
3571630,739.0
192180,734.0
270396,723.0
203713,699.0
194656,693.0
266587,668.0
193831,663.0
4393466,649.0
258717,634.0
262329,629.0
212228,629.0
258165,585.0
216403,581.0
193463,576.0
229455,519.0
298529,515.0
196194,501.0
270782,455.0
199070,452.0
197706,423.0
196697,419.0
194269,410.0
135956,407.0
4315660,393.0
192557,369.0
228391,354.0
233411,352.0
267743,351.0
260859,351.0
399245,350.0
192563,348.0
262101,347.0
4440970,341.0
259173,340.0
4311539,329.0
177927,327.0
259910,322.0
196918,312.0
193064,305.0
106860,292.0
263744,278.0
262807,274.0
192701,273.0
197600,265.0
196815,261.0
4430921,258.0
197989,257.0
4324038,255.0
304047,253.0
196689,250.0
812475,250.0
173923,248.0
269172,228.0
10512,223.0
204093,223.0
263459,213.0
192475,208.0
275557,204.0
350664,202.0
302316,200.0
259511,190.0
193444,187.0
208571,186.0
258641,186.0
273388,173.0
799573,170.0
195470,169.0
192698,168.0
289974,168.0
206213,164.0
194087,160.0
253693,158.0
173830,157.0
261551,153.0
258980,152.0
215231,148.0
288109,140.0
345158,137.0
192654,136.0
263272,135.0
232975,133.0
192937,129.0
214295,128.0
230725,126.0
4481506,124.0
210554,121.0
193230,120.0
259922,118.0
268410,118.0
261924,117.0
308055,115.0
276466,115.0
4394350,114.0
185185,111.0
4376329,110.0
747987,110.0
265698,110.0
261161,108.0
193710,108.0
276996,107.0
267452,107.0
278440,106.0
261511,105.0
342449,102.0
1098946,102.0
513021,98.0
113069,97.0
112009,97.0
746256,96.0
1109559,95.0
271692,94.0
584571,91.0
343630,89.0
265589,89.0
204684,89.0
209361,89.0
301956,87.0
197139,87.0
1112389,86.0
167749,85.0
266255,82.0
16477,81.0
259275,81.0
259920,81.0
265000,81.0
195427,78.0
197331,78.0
4476578,76.0
245324,75.0
287691,74.0
193279,74.0
260663,73.0
4378219,73.0
342761,72.0
196106,71.0
863682,70.0
4397901,70.0
4478242,70.0
189327,69.0
192370,69.0
248972,69.0
198271,69.0
272953,68.0
1992,67.0
258368,67.0
260454,67.0
299858,66.0
198537,64.0
194112,63.0
192365,62.0
161164,62.0
267188,62.0
265548,61.0
267837,60.0
593868,59.0
623175,58.0
203970,58.0
288438,58.0
293389,57.0
162991,57.0
207114,56.0
272428,55.0
275882,55.0
196571,55.0
192807,54.0
199422,54.0
1510067,53.0
193915,52.0
266091,51.0
2311550,51.0
192204,51.0
262580,51.0
181166,50.0
183606,50.0
259916,50.0
4070491,49.0
4474533,47.0
195337,47.0
327756,47.0
197775,46.0
265470,46.0
192566,46.0
178738,46.0
4461127,45.0
4438139,45.0
4426266,45.0
191945,45.0
193667,44.0
4390755,44.0
194151,44.0
193623,44.0
228043,43.0
268933,43.0
262331,43.0
261441,42.0
265730,42.0
237760,42.0
351659,41.0
1109662,41.0
266583,41.0
275218,41.0
110428,40.0
4434062,40.0
300820,40.0
269672,39.0
305880,38.0
272768,38.0
827592,38.0
188573,37.0
190242,37.0
1051764,37.0
197891,37.0
209524,37.0
262994,36.0
274357,36.0
259699,36.0
347572,36.0
263252,36.0
216888,35.0
210292,35.0
192756,35.0
262766,34.0
4349837,34.0
192625,34.0
260529,34.0
2316624,34.0
194388,34.0
190547,34.0
194950,34.0
192752,33.0
262673,33.0
309361,33.0
270876,33.0
569581,33.0
4484382,33.0
274935,33.0
727507,33.0
325268,32.0
174824,32.0
164308,32.0
265280,32.0
195483,32.0
198194,32.0
309299,32.0
4427376,31.0
205250,31.0
275974,31.0
206494,31.0
4426641,30.0
806812,30.0
195343,30.0
270385,30.0
4344763,30.0
4355971,30.0
233817,30.0
276620,30.0
4460559,29.0
316497,29.0
688923,29.0
170089,29.0
269401,29.0
1112757,29.0
198243,29.0
263104,29.0
180795,28.0
260001,28.0
808202,28.0
400443,28.0
302375,28.0
4334618,28.0
4372752,28.0
144671,27.0
266437,27.0
192225,27.0
47477,27.0
673192,27.0
3369303,27.0
191583,27.0
4415649,27.0
291510,27.0
4431980,26.0
2623130,26.0
4470572,26.0
192209,26.0
182758,26.0
262970,26.0
164719,26.0
261142,26.0
181419,25.0
4477861,25.0
382220,25.0
248567,25.0
312317,25.0
4374108,25.0
268566,25.0
250270,25.0
4415163,24.0
265483,24.0
307340,24.0
4448492,24.0
4464113,24.0
271406,24.0
233648,24.0
195402,24.0
196825,24.0
176582,24.0
4428313,24.0
307980,24.0
197503,23.0
177271,23.0
777944,23.0
275511,23.0
193853,23.0
52379,23.0
289140,23.0
688800,23.0
194110,23.0
339791,23.0
4468741,22.0
4471130,22.0
273687,22.0
157101,22.0
4390319,22.0
4360055,22.0
199137,22.0
303919,22.0
208769,22.0
206005,21.0
272787,21.0
68844,21.0
267411,21.0
