sample,SRR4457864,SRR4457873,SRR4457876,SRR4457877,SRR4457878,SRR4457879,SRR4457880,SRR4457881,SRR4457882,SRR4457883,SRR4457884,SRR4457885,SRR4457886,SRR4457887,SRR4457888,SRR4457889,SRR4457890,SRR4457894,SRR4457906,ERR2168043,ERR2168044,ERR2168046,ERR2168047,ERR2168048,ERR2168049,ERR2168051,ERR2168053,ERR2168054,ERR2168056,ERR2168057,ERR2168058,ERR2168059,ERR2168060,ERR2168061,ERR2168062,ERR2168063,ERR2168064,ERR2168065,ERR2168069,ERR2168071,ERR2168072,ERR2168073,ERR2168074,ERR2168075,ERR2168077,ERR2168078,ERR2168082,ERR2168083,ERR2168084,ERR2168085,ERR2168086,ERR2168089,ERR2168090,ERR2168092,ERR2168093,ERR2168097,ERR2168099,ERR2168101,ERR2168106,ERR2168110,ERR2168112,ERR2168114,ERR2168115,ERR2168120,ERR2168121,ERR2168122,ERR2168125,SRR20852732,SRR20852733,SRR20852735,SRR20852736,SRR20852737,SRR20852738,SRR20852746,SRR20852747,SRR20852748,SRR20852749,SRR20852750,SRR20852751,SRR16949354,SRR16949355,SRR16949356,SRR16949357,SRR16949358,SRR16949359,SRR16949360,SRR16949361,SRR16949362,SRR16949363,SRR16949365,SRR16949366,SRR16949367,SRR16949368,SRR16949369,SRR16949370,SRR16949371,SRR16949372,SRR16949373,SRR16949374,SRR22255645,SRR22255651,SRR22255653,SRR22255656,SRR22255658,SRR22255660,SRR22255666,SRR22255668,SRR22255671,SRR22255672,SRR22255677,SRR22255679,SRR22255690,SRR22255696,SRR22255698,SRR22255702,SRR22255705,SRR22255711,SRR22255713,SRR22255716,SRR22255717,SRR22255719,SRR22255722,SRR22255724,SRR22255726,SRR22255727,SRR22255729,SRR22255731,SRR22255733,SRR22255735,SRR22255738,SRR22346198,SRR22346199,SRR22346200,SRR22346201,SRR22346203,SRR22346204,SRR22346205,SRR22346206,SRR22346207,SRR22346208,SRR22346211,SRR22346212,SRR22346213,SRR22346214,SRR22346216,SRR22346218,SRR22346219,SRR22346220,SRR22346223,SRR22346224,SRR22346225,SRR22346226,SRR22346227,SRR22346228,SRR22346230,SRR22346231,SRR22346232,SRR22346233,SRR22346234,SRR22346235,SRR22346236,SRR22346237,SRR22346238,SRR22346239,SRR22346240,SRR22346241,SRR22346242,SRR22346243,SRR22346244,SRR22346245,SRR22346246,SRR22346247,SRR22346248,SRR22346249,SRR22346251,SRR22346253,SRR22346254,SRR22346255,SRR22346256,SRR22346257,SRR22346258,SRR22346259,SRR22346260,SRR22346261,SRR22346264,SRR22346265,SRR22346266,SRR22346267,SRR22346268,SRR22346269,SRR22346270,SRR22346271,SRR22346273,SRR22346275,SRR22346276,SRR22346277,SRR22346281,SRR22346283,SRR22346284,SRR22346286,SRR22346288,SRR22346289,SRR22346291,SRR22346292,SRR22346293,SRR22346294,SRR22346295,SRR22346296,SRR22346297,SRR22346298,SRR22346299,SRR22346302,SRR22346303,SRR22346304,SRR22346305,SRR22346307,SRR22346308,SRR22346309,SRR22346310,SRR22346311,SRR22346312,SRR22346313,SRR22346314,SRR22346315,SRR22346319,SRR22346323,SRR22346324,SRR22346327,SRR22346328,SRR22346330,SRR17174507,SRR17174516,SRR17174527,SRR17174538,SRR17174549,SRR17174559,SRR17174560,SRR17174561,SRR17174562,SRR17174563,SRR17174564,SRR17174565,SRR17174566,SRR17174567,SRR17174568,SRR17174569,SRR17174570,SRR17174571,SRR17174572,SRR17174573,SRR17174574,SRR17174575,SRR17174576,SRR17174577,SRR17174578,SRR17174579,SRR17174580,SRR17174581,SRR17174582,SRR17174583,SRR17174584,SRR17174585,SRR17174586,SRR17174587,SRR17174588,SRR17174589,SRR17174590,SRR17174591,SRR17174592,SRR17174593,SRR17174594,SRR15710433,SRR15710434,SRR15710435,SRR15710436,SRR15710437,SRR15710438,SRR15710439,SRR15710440,SRR15710442,SRR15710443,SRR15710444,SRR15710445,SRR15710446,SRR15710447,SRR15710448,SRR15710449,SRR15710450,SRR15710451,SRR15710453,SRR15710454,SRR15710455,SRR15710456,SRR15710457,SRR15710458,SRR14805954,SRR14805965,SRR14805976,SRR14805987,SRR14805998,SRR14806009,SRR14806013,SRR14806015,SRR14806016,SRR14806017,SRR14806018,SRR14806019,SRR14806020,SRR14806021,SRR14806022,SRR14806023,SRR14806024,SRR14806025,SRR14806026,SRR14806027,SRR14806028,SRR14806029,SRR14806030,SRR14806031,SRR14806032,SRR14806033,SRR14806034,SRR14806035,SRR14806036,SRR14806037,SRR14806044,SRR14806055,SRR14806066,SRR14806077,SRR14806078,SRR14806079,SRR11490189,SRR11490190,SRR11490191,SRR11490192,SRR11490193,SRR11490194,SRR11490205,SRR11490216,SRR11490217,SRR11490218,SRR11490219,SRR11490220,SRR11490221,SRR11490222,SRR11490223,SRR11490224,SRR11490225,SRR11490226,SRR11490227,SRR11490228,SRR13526461,SRR13526462,SRR13526468,SRR13526469,SRR13526470,SRR13526474,SRR13526476,SRR13526479,SRR13526482,SRR13526484,SRR13526485,SRR13526489,SRR13526490,SRR13526491,SRR13526494,SRR13526496,SRR13526498,SRR13526501,SRR13526504,SRR13526509,SRR13526511,SRR13526514,SRR13526518,SRR13526522,SRR13526523,SRR13526524,SRR13526525,SRR13526526,SRR13526529,SRR13526532,SRR13526533,SRR13526534,SRR13526535,SRR13526536,SRR13526537,SRR13526538,SRR13526540,SRR11826119,SRR11826120,SRR11826121,SRR11826122,SRR11826123,SRR11826124,SRR11826125,SRR11826126,SRR11826127,SRR11826128,SRR11826132,SRR11826143,SRR11826149,SRR11826150,SRR11826151,SRR4159405,SRR4159406,SRR4159407,SRR4159408,SRR4159409,SRR4159410,SRR4159411,SRR4159413,SRR4159414,SRR4159415,SRR4159416,SRR4159417,SRR4159418,SRR4159419,SRR4159420,SRR24874382,SRR24874383,SRR24874384,SRR24874385,SRR24874386,SRR24874387,SRR24874392,SRR24874403,SRR24874407,SRR24874408,SRR24874409,SRR24874410,SRR24874411,SRR24874412,SRR24874413,SRR24874414,SRR24874415
region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
study_site,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Acetatifactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162087689439987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653092585478294,0.21087160262418,0.0712589073634204,0.50251256281407,0.335720680393912,0.363447559709242,0.344112378617894,0.548324035664903,0.625273557181267,0.628963241738413,0.373915644630571,0.204305550300783,0.558777016341592,0.466307031178568,0.241822578592338,0.28526894685763,0.579091740323072,0.305157155935307,6.77841779388605,5.23565861346806,8.29809063837241,7.72766678091168,6.55140695688085,5.75890493836497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289181280081179,0.00776444920728099,0.00207344192742247,0.000974208745024295,0.00317406379121382,0.000300009150279084,0.00220256025604162,0.00155623673661872,0.00063019573879647,0.000115836701526757,0.000141192682830405,0.000150610474456464,0.000467554889713645,0.00143820501311442,0.00224283383002099,0.00140093524322218,0.000819369904543406,0.00257812107410059,0.00544494301550568,0.000588777563201066,7.2848678361065e-05,0.00112533333862902,0.000795292697103786,0.000370277863240901,0.000987793072716936,0.00152682869772691,0.00447455453596903,6.46225268958957e-05,4.5165078361411e-05,0.000283768444948922,0.00499841366134853,0.000938815441792856,0.000464644430849293,0.000150654911967815,0.000721874756868571,0.000589382195549715,0.000557858122334567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acetivibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704287349238489,0.904831458542785,0.0136338847482276,0.00725724514974116,0.171449353168349,0.116590515204033,0.0097538137411728,0.404764452052352,0.0706526538903118,0.225118275031218,0.0175479644361254,0.0241129226717118,0.108617522562096,0.161408158757667,0.534836139129186,0.0257348736131763,0.0712747566042886,0.141006788469673,0.183004455760662,0.256033864745844,0.160233066278223,0.244633838383838,0.0271812992661049,0.139563283226238,0.314130251865148,0.100933636134242,0.0243649875129439,0.0360082304526749,0.217485863418878,0.0221378335575499,0.0293189787613318,0.034671331536728,0.313655203315784,0.0170713201820941,0.0558815311539536,0.0161466112299681,0.0805026163350309,0.121725414895076,0.0460914454277286,0.0513129420163755,0.0904193195946201,0.0380910921260271,0.199406566059407,0.0756180957390847,0.0781860828772478,0.00898311174991017,0.299022426682001,0.0208281263017579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768344218209758,0.28116213683224,0.0,0.0,0.223813786929275,0.0,0.886207221646083,0.0524483860201211,0.00625273557181267,0.0257771820384596,0.0747831289261143,0.0870190306836669,0.0632577754348972,0.0335253421108775,0.0190912562046583,0.0176455018674823,0.0338650140539808,0.0854440036618859,0.886674001682739,0.379990068441393,0.600585570931658,0.570553013044092,0.775281109797075,0.561521591166906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139529967639169,1.16519622902577,0.554069759494559,0.230966462469003,0.228812657419561,0.10585322852347,1.66601657766988,0.883022871964159,0.2100052276237,0.502962958029178,0.0295375092481207,0.307262102388347,0.222187005222342,0.0610066498586211,0.850950108635289,1.05144154914891,0.164058999919385,0.0628653703718539,0.280933734283742,0.592015839798672,0.16897250945849,0.661927689389464,0.164971367734007,0.0611968323065416,0.367870603497666,0.574087590345317,0.567580033062533,0.153478501377752,0.243168781897837,0.347545402951192,0.688676172772536,0.188310730699617,0.303670949139504,0.0244964886859668,0.277012753922788,0.302858251056047,0.259775932300463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acidaminococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114383061572159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14236509758898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175872850442939,0.0,0.0,0.17853786882165,0.0,0.0,1.75625332623736,0.0,0.0,0.0,0.0,0.0,0.301684404592307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663129973474801,0.0,0.0,0.0170459388050797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00388632499393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43229166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21177452031939,0.0,0.0,0.0,0.0,0.0,0.0,0.0290923196276183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944287063267233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533258490036486,0.0,0.0,0.0,0.112971823498139,0.0,0.0,0.0660938532716457,0.0,0.0,0.0,1.39022711631108,0.0,0.0,0.0923076923076923,0.0,0.349625900286693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561016659755592,0.0,0.0,0.0,0.0,0.453682699875006,0.0,0.0,0.0,0.0,0.0,0.0,0.0735506580157083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103724658180104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166692311637688,0.0,0.104143655126708,0.0,0.0,0.0480990422016814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148790270410144,0.0,0.225332582224726,0.0,0.0,0.0,0.0,0.0,0.101969137341098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53550863723608,0.0,0.0652872639614303,0.0,0.0457456541628545,0.0,0.0,0.0290458440238176,0.0,0.0,0.0,0.0,0.0,0.336746932373835,0.0,0.0,0.597471168542448,0.00695480978595235,0.211106479685268,0.00202736544014641,0.0566620870078995,0.0711052525776821,0.0536016348498629,0.00953107892614375,0.00106107050224004,0.0036011185074084,0.0168831992475248,0.00107306438951108,0.0186756988326015,0.0544086242714141,0.00173922466702209,0.0264085786182754,0.0226792912959365,0.00187662139427683,0.00113612115129856,0.0328722606238436,0.0954871040891443,0.0339839084554368,0.0126434510398907,0.00456428852250869,0.0216107625636962,0.000713406108073343,0.00951541456261947,0.00236020459040124,0.186500612621555,0.00641344112732036,0.0605845629965948,0.0535093336167522,0.00238615591455684,0.0751175163206356,0.000120523929574252,0.040318041976215,0.0541389645340667,0.0200297630590602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422910729061322,0.115138396352416,0.0,0.0,0.963192294461644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
